        Frequency / MHz                S2,1 (2)/abs,dB
                 2075.49                      -29.728931
                 2075.72                      -29.759362
                 2075.95                      -29.790147
               2076.1799                      -29.821292
               2076.4099                      -29.852797
               2076.6399                       -29.88467
               2076.8701                       -29.91691
               2077.1001                      -29.949522
               2077.3301                       -29.98251
               2077.5601                      -30.015876
                 2077.79                      -30.049626
                 2078.02                      -30.083761
                 2078.25                      -30.118284
                 2078.48                      -30.153199
                 2078.71                      -30.188509
               2078.9399                      -30.224218
               2079.1699                      -30.260327
               2079.3999                      -30.296841
               2079.6299                      -30.333762
               2079.8599                      -30.371093
               2080.0901                      -30.408838
               2080.3201                      -30.446999
                 2080.55                      -30.485577
                 2080.78                      -30.524578
                 2081.01                      -30.564003
